State,account_length,intertiol_plan,number_vm_messages,total_day_min,total_day_calls,total_eve_min,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,total_mins,total_calls,total_charge,avg_min_per_call
49,57.0,1,17.0,236.5,94.0,163.1,94.0,236.7,117.0,12.2,3.0,2.0,6.0,3.0,5.0,377.0,278.0,636.3,305.0,64.72,2.086229508196721
35,65.0,0,0.0,153.9,117.0,220.1,122.0,280.5,147.0,8.5,3.0,2.0,7.0,3.0,16.0,127.0,717.0,654.5,386.0,57.49,1.6955958549222798
20,163.0,0,0.0,223.0,120.0,227.0,98.0,188.3,125.0,8.8,5.0,1.0,8.0,1.0,68.0,877.0,632.0,638.3,343.0,65.67999999999999,1.8609329446064138
20,136.0,0,0.0,252.4,74.0,167.9,81.0,248.3,110.0,10.7,3.0,2.0,8.0,1.0,18.0,902.0,129.0,668.6,265.0,68.35,2.5230188679245282
23,116.0,0,0.0,197.9,84.0,168.1,113.0,239.8,145.0,12.0,6.0,1.0,5.0,1.0,30.0,388.0,142.0,605.8,342.0,58.72,1.771345029239766
29,93.0,0,0.0,152.4,74.0,274.6,88.0,252.2,120.0,6.6,5.0,3.0,6.0,3.0,47.0,610.0,433.0,679.2,282.0,60.6,2.4085106382978725
23,142.0,0,40.0,237.4,105.0,175.9,93.0,210.3,110.0,9.2,3.0,3.0,7.0,1.0,25.0,256.0,593.0,623.6,308.0,64.77000000000001,2.0246753246753246
34,92.0,0,0.0,265.6,82.0,180.7,75.0,211.1,113.0,8.6,2.0,1.0,8.0,1.0,14.0,225.0,168.0,657.4,270.0,70.00999999999999,2.4348148148148145
11,70.0,0,0.0,197.3,91.0,305.8,81.0,171.0,105.0,6.7,6.0,1.0,9.0,1.0,67.0,227.0,125.0,674.1,277.0,67.22,2.4335740072202166
24,22.0,0,14.0,199.1,100.0,221.8,103.0,65.7,91.0,4.2,1.0,1.0,5.0,1.0,54.0,634.0,135.0,486.59999999999997,294.0,55.660000000000004,1.6551020408163264
33,37.0,0,0.0,233.7,114.0,207.9,109.0,212.7,101.0,12.0,2.0,2.0,9.0,3.0,11.0,302.0,609.0,654.3,324.0,66.97,2.0194444444444444
19,51.0,0,0.0,183.1,99.0,160.1,107.0,311.8,121.0,7.0,3.0,1.0,9.0,2.0,4.0,480.0,659.0,655.0,327.0,58.769999999999996,2.003058103975535
30,174.0,0,0.0,139.4,96.0,143.4,108.0,225.2,107.0,10.0,5.0,2.0,9.0,2.0,24.0,839.0,245.0,508.0,311.0,46.02,1.6334405144694535
44,68.0,0,0.0,213.9,112.0,260.5,100.0,233.8,97.0,8.4,3.0,1.0,0.0,1.0,4.0,469.0,246.0,708.2,309.0,69.02,2.291909385113269
9,130.0,0,0.0,207.1,70.0,200.1,115.0,194.2,100.0,12.4,2.0,1.0,5.0,2.0,69.0,477.0,391.0,601.4,285.0,60.96,2.110175438596491
47,104.0,0,0.0,139.7,78.0,202.6,119.0,203.6,102.0,11.3,5.0,2.0,7.0,2.0,4.0,806.0,659.0,545.9,299.0,50.129999999999995,1.8257525083612038
6,134.0,0,0.0,177.2,91.0,228.7,105.0,194.3,113.0,8.9,3.0,2.0,9.0,3.0,13.0,583.0,603.0,600.2,309.0,58.300000000000004,1.9423948220064726
17,108.0,0,35.0,169.8,136.0,173.7,101.0,214.6,105.0,9.5,7.0,2.0,7.0,2.0,41.0,597.0,667.0,558.1,342.0,53.290000000000006,1.63187134502924
32,103.0,0,0.0,173.5,83.0,244.3,65.0,221.6,66.0,9.7,2.0,3.0,8.0,2.0,68.0,225.0,518.0,639.4,214.0,60.239999999999995,2.9878504672897197
28,62.0,0,0.0,159.9,100.0,172.2,99.0,263.2,109.0,5.6,4.0,1.0,6.0,2.0,21.0,724.0,271.0,595.3,308.0,53.66,1.9327922077922077
33,162.0,0,0.0,115.1,89.0,196.8,111.0,212.4,98.0,11.4,3.0,2.0,7.0,2.0,57.0,171.0,422.0,524.3,298.0,45.86,1.7593959731543622
4,93.0,0,19.0,136.8,113.0,179.5,105.0,71.1,95.0,12.5,3.0,2.0,8.0,1.0,20.0,326.0,572.0,387.4,313.0,41.720000000000006,1.237699680511182
13,42.0,0,0.0,92.2,108.0,211.2,120.0,129.1,73.0,13.1,6.0,1.0,4.0,2.0,57.0,881.0,680.0,432.5,301.0,39.43,1.43687707641196
36,155.0,0,23.0,243.9,112.0,133.0,106.0,213.7,123.0,13.4,10.5,2.0,7.0,2.0,45.0,277.0,402.0,590.5999999999999,341.0,62.39,1.731964809384164
12,36.0,0,0.0,117.1,94.0,235.4,117.0,221.3,108.0,9.0,2.0,0.0,0.0,3.0,12.0,589.0,410.0,573.8,319.0,49.88,1.798746081504702
35,143.0,0,0.0,223.3,99.0,167.1,128.0,203.0,84.0,4.5,4.0,0.0,0.0,1.0,2.0,359.0,123.0,593.4,311.0,61.3,1.9080385852090032
31,197.0,0,0.0,154.8,111.0,171.5,102.0,227.3,86.0,10.6,2.0,3.0,8.0,1.0,25.0,696.0,442.0,553.6,299.0,51.129999999999995,1.851505016722408
12,81.0,0,0.0,261.4,141.0,215.7,102.0,271.8,96.0,8.0,6.0,1.0,2.0,1.0,7.0,303.0,237.0,748.9,339.0,75.0,2.209144542772861
8,138.0,1,0.0,46.5,104.0,186.0,114.0,167.5,95.0,9.6,4.0,3.5,0.0,1.0,1.0,337.0,134.0,400.0,313.0,31.259999999999998,1.2779552715654952
4,103.0,0,18.0,149.9,84.0,170.9,84.0,171.5,112.0,11.5,7.0,0.0,0.0,1.0,6.0,111.0,418.0,492.3,280.0,47.73,1.7582142857142857
50,127.0,1,0.0,242.2,102.0,226.1,80.0,252.0,96.0,13.9,5.0,2.0,2.0,1.0,6.0,477.0,400.0,720.3,278.0,71.73,2.5910071942446042
37,136.0,0,0.0,259.4,99.0,172.7,125.0,293.7,78.0,10.7,6.0,1.0,2.0,1.0,5.0,253.0,313.0,725.8,302.0,72.0,2.4033112582781455
21,99.0,0,0.0,222.4,102.0,185.8,89.0,237.7,81.0,12.0,8.0,2.0,6.0,1.0,65.0,117.0,280.0,645.9000000000001,272.0,64.3,2.374632352941177
2,95.0,0,0.0,69.4,79.0,190.8,109.0,219.9,102.0,8.9,5.0,0.0,0.0,1.0,52.0,974.0,264.0,480.1,290.0,37.92,1.6555172413793104
21,118.0,1,21.0,156.5,122.0,209.2,125.0,158.7,81.0,11.1,3.0,3.5,0.0,1.0,7.0,407.0,326.0,524.4,328.0,51.53,1.598780487804878
49,113.0,0,0.0,61.2,111.0,92.3,88.0,197.4,114.0,13.7,3.0,3.5,2.0,1.0,8.0,261.0,388.0,350.9,313.0,27.130000000000003,1.1210862619808306
38,128.0,1,0.0,245.2,112.0,101.5,101.0,152.3,116.0,10.7,5.0,0.0,0.0,3.0,41.0,554.0,143.0,499.0,329.0,57.160000000000004,1.5167173252279635
11,117.0,0,0.0,102.3,100.0,135.2,104.0,199.7,93.0,15.7,10.0,3.0,7.0,1.0,41.0,893.0,459.0,437.2,297.0,37.870000000000005,1.472053872053872
26,48.0,0,36.0,230.9,92.0,167.6,121.0,270.0,87.0,7.6,4.0,3.0,5.0,2.0,39.0,330.0,306.0,668.5,300.0,65.65,2.2283333333333335
7,81.0,1,0.0,227.4,105.0,211.5,120.0,258.2,113.0,11.9,3.0,0.0,0.0,1.0,38.0,753.0,314.0,697.0999999999999,338.0,68.26,2.062426035502958
2,57.0,0,0.0,192.8,68.0,158.0,86.0,235.5,105.0,12.7,6.0,1.0,5.0,1.0,40.0,712.0,203.0,586.3,259.0,56.81,2.2637065637065636
25,140.0,0,0.0,162.6,98.0,206.2,109.0,141.6,66.0,8.2,2.0,1.0,8.0,1.0,61.0,666.0,359.0,510.4,273.0,51.54,1.8695970695970696
35,107.0,0,38.0,219.4,92.0,180.5,73.0,104.1,91.0,11.0,1.0,2.0,9.0,3.0,18.0,862.0,172.0,504.0,256.0,57.32,1.96875
24,56.0,0,0.0,137.2,111.0,165.9,119.0,182.3,72.0,14.3,4.0,1.0,5.0,3.0,21.0,959.0,443.0,485.40000000000003,302.0,45.620000000000005,1.6072847682119207
43,159.0,0,0.0,87.7,103.0,278.2,97.0,170.6,93.0,10.5,10.0,1.0,9.0,1.0,3.0,590.0,140.0,536.5,293.0,46.24,1.8310580204778157
20,102.0,0,0.0,271.1,80.0,172.0,133.0,169.2,105.0,10.3,5.0,1.0,8.0,1.0,65.0,824.0,647.0,612.3,318.0,68.32000000000001,1.9254716981132074
6,107.0,0,0.0,103.4,94.0,189.3,125.0,227.2,125.0,14.4,3.0,1.0,6.0,3.0,6.0,443.0,647.0,519.9000000000001,344.0,43.89,1.5113372093023258
40,106.0,0,0.0,52.2,106.0,220.1,113.0,112.3,95.0,11.4,2.0,2.0,9.0,3.0,20.0,576.0,613.0,384.6,314.0,32.629999999999995,1.2248407643312103
22,208.0,0,0.0,165.4,106.0,273.7,109.0,210.0,93.0,8.7,3.0,0.0,0.0,1.0,1.0,212.0,263.0,649.1,308.0,60.83,2.1074675324675325
41,75.0,0,0.0,147.5,110.0,191.7,97.0,135.0,68.0,16.4,3.0,2.0,6.0,2.0,5.0,578.0,387.0,474.2,275.0,47.449999999999996,1.7243636363636363
5,86.0,0,0.0,217.8,93.0,214.7,95.0,228.7,70.0,11.3,7.0,0.0,0.0,3.0,23.0,821.0,514.0,661.2,258.0,65.57,2.562790697674419
13,169.0,0,0.0,235.7,79.0,136.9,85.0,220.9,97.0,13.3,10.0,1.0,5.0,2.0,41.0,477.0,120.0,593.5,261.0,61.65,2.2739463601532566
3,122.0,0,22.0,204.5,92.0,139.6,121.0,205.0,103.0,8.6,5.0,2.0,5.0,3.0,69.0,456.0,207.0,549.1,316.0,55.870000000000005,1.7376582278481014
9,106.0,0,0.0,178.4,143.0,247.0,123.0,259.9,105.0,9.6,2.0,0.0,0.0,1.0,5.0,470.0,374.0,685.3,371.0,63.03,1.8471698113207546
23,52.0,0,32.0,130.1,68.0,247.2,77.0,289.4,87.0,13.5,5.0,2.0,5.0,1.0,31.0,490.0,464.0,666.6999999999999,232.0,56.150000000000006,2.873706896551724
8,79.0,0,34.0,103.7,100.0,236.3,78.0,256.6,102.0,14.8,4.0,2.0,6.0,1.0,29.0,101.0,341.0,596.6,280.0,49.269999999999996,2.130714285714286
22,135.0,0,0.0,239.9,91.0,177.1,104.0,217.2,118.0,5.9,3.0,2.0,5.0,2.0,9.0,782.0,623.0,634.2,313.0,65.6,2.0261980830670927
25,70.0,0,0.0,148.4,110.0,267.1,90.0,151.5,101.0,8.9,4.0,0.0,0.0,2.0,44.0,923.0,129.0,567.0,301.0,54.75,1.8837209302325582
19,80.0,0,0.0,148.6,106.0,210.8,65.0,203.7,86.0,10.0,2.0,2.0,8.0,3.0,67.0,458.0,186.0,563.0999999999999,257.0,52.35000000000001,2.1910505836575873
4,37.0,0,0.0,191.1,69.0,129.2,113.0,207.5,117.0,12.9,1.0,0.0,0.0,3.0,9.0,712.0,219.0,527.8,299.0,52.81,1.7652173913043476
23,161.0,0,39.0,218.5,76.0,112.7,94.0,205.1,121.0,7.3,4.0,1.0,5.0,1.0,5.0,919.0,231.0,536.3,291.0,55.959999999999994,1.842955326460481
46,137.0,0,0.0,97.5,95.0,195.8,82.0,288.8,78.0,3.25,0.0,1.0,8.0,2.0,52.0,516.0,325.0,582.1,255.0,46.22,2.2827450980392157
6,123.0,0,0.0,128.7,126.0,117.6,94.0,198.4,132.0,10.8,5.0,0.0,0.0,3.0,59.0,713.0,131.0,444.7,352.0,40.81,1.2633522727272728
49,80.0,0,38.0,236.6,69.0,197.5,68.0,209.5,102.0,9.5,10.0,2.0,6.0,2.0,58.0,289.0,560.0,643.6,239.0,66.44,2.692887029288703
49,94.0,0,0.0,85.9,113.0,226.7,91.0,279.6,110.0,15.6,10.5,0.0,0.0,3.0,31.0,516.0,120.0,592.2,314.0,46.449999999999996,1.885987261146497
29,105.0,0,27.0,141.2,96.0,167.7,94.0,274.4,101.0,11.4,2.0,1.0,7.0,2.0,45.0,564.0,554.0,583.3,291.0,50.6,2.00446735395189
27,73.0,0,31.0,194.4,104.0,176.0,84.0,230.1,110.0,11.5,3.0,0.0,0.0,1.0,47.0,823.0,459.0,600.5,298.0,58.36,2.0151006711409396
29,112.0,0,0.0,167.6,100.0,154.5,90.0,281.4,107.0,17.25,3.0,2.0,6.0,2.0,16.0,717.0,197.0,603.5,297.0,54.28,2.031986531986532
14,179.0,0,0.0,234.5,134.0,164.2,94.0,191.4,72.0,6.1,4.0,1.0,5.0,2.0,18.0,955.0,705.0,590.1,300.0,62.44,1.967
19,57.0,0,0.0,154.2,78.0,196.7,85.0,253.5,97.0,10.1,9.0,1.0,6.0,1.0,38.0,297.0,211.0,604.4,260.0,54.34,2.3246153846153845
3,127.0,0,14.0,143.2,99.0,169.9,91.0,221.6,77.0,11.6,1.0,1.0,8.0,2.0,31.0,823.0,596.0,534.7,267.0,48.75,2.0026217228464422
41,122.0,1,40.0,216.4,80.0,249.7,90.0,185.9,99.0,12.7,4.0,1.0,8.0,1.0,33.0,881.0,236.0,652.0,269.0,66.38,2.423791821561338
26,33.0,0,35.0,161.9,85.0,151.2,82.0,191.0,131.0,8.5,2.0,1.0,5.0,1.0,69.0,871.0,527.0,504.1,298.0,48.959999999999994,1.6916107382550336
46,94.0,0,0.0,118.7,90.0,205.1,57.0,172.2,100.0,10.4,6.0,3.0,8.0,2.0,31.0,582.0,133.0,496.0,247.0,45.36,2.0080971659919027
44,100.0,0,0.0,179.1,123.0,196.6,132.0,186.7,116.0,10.2,10.0,1.0,5.0,1.0,5.0,546.0,354.0,562.4,371.0,55.559999999999995,1.5159029649595688
11,106.0,0,0.0,147.9,97.0,209.3,99.0,162.1,80.0,8.8,5.0,2.0,7.0,3.0,12.0,861.0,263.0,519.3000000000001,276.0,50.22,1.881521739130435
7,148.0,0,38.0,209.2,110.0,116.6,73.0,109.6,105.0,16.5,4.0,2.0,6.0,3.0,65.0,845.0,337.0,435.4,288.0,50.4,1.5118055555555554
48,120.0,0,29.0,244.3,140.0,322.3,89.0,166.8,83.0,10.6,6.0,0.0,0.0,2.0,49.0,425.0,423.0,733.4000000000001,312.0,76.44000000000001,2.3506410256410257
44,91.0,0,34.0,175.3,96.0,262.3,122.0,143.9,76.0,5.6,10.5,1.0,8.0,3.0,62.0,593.0,136.0,581.5,294.0,58.58,1.977891156462585
47,86.0,0,0.0,150.5,92.0,120.3,95.0,271.2,96.0,9.0,2.0,1.0,8.0,2.0,20.0,120.0,312.0,542.0,283.0,48.019999999999996,1.9151943462897527
41,78.0,0,25.0,197.4,73.0,295.7,113.0,211.7,73.0,13.2,2.0,0.0,0.0,2.0,31.0,336.0,431.0,704.8,259.0,68.22,2.721235521235521
26,94.0,0,0.0,163.5,136.0,143.7,111.0,253.4,82.0,12.6,5.0,1.0,9.0,1.0,3.0,802.0,512.0,560.6,329.0,51.410000000000004,1.703951367781155
31,85.0,0,0.0,236.9,93.0,197.7,113.0,309.1,78.0,11.4,7.0,2.0,0.0,1.0,6.0,479.0,409.0,743.7,284.0,70.98,2.6186619718309863
6,89.0,0,0.0,82.3,77.0,167.2,80.0,194.7,70.0,7.2,4.0,1.0,9.0,3.0,66.0,188.0,603.0,444.2,227.0,36.96,1.956828193832599
45,128.0,0,0.0,216.0,111.0,153.7,115.0,227.0,74.0,12.7,4.0,1.0,8.0,2.0,61.0,633.0,511.0,596.7,300.0,60.0,1.989
27,115.0,1,0.0,180.0,119.0,198.8,126.0,217.1,70.0,12.4,3.0,1.0,8.0,1.0,51.0,568.0,217.0,595.9,315.0,57.269999999999996,1.8917460317460317
0,76.0,0,0.0,143.7,55.0,173.1,108.0,239.1,95.0,5.8,6.0,1.0,7.0,2.0,25.0,887.0,156.0,555.9,258.0,49.9,2.1546511627906977
20,75.0,0,39.0,198.2,107.0,280.4,132.0,129.6,73.0,11.3,7.0,1.0,9.0,2.0,29.0,983.0,299.0,608.1999999999999,312.0,63.349999999999994,1.949358974358974
14,90.0,0,29.0,185.6,106.0,219.7,113.0,152.1,120.0,11.1,5.0,2.0,9.0,3.0,3.0,594.0,267.0,557.4,339.0,57.06,1.6442477876106194
6,30.0,0,0.0,137.6,108.0,162.0,80.0,187.7,126.0,5.8,10.0,3.0,5.0,3.0,67.0,674.0,120.0,487.3,314.0,45.61,1.5519108280254776
16,105.0,1,0.0,273.9,119.0,278.6,103.0,255.3,90.0,10.9,7.0,1.0,0.0,1.0,8.0,417.0,207.0,807.8,312.0,81.73,2.589102564102564
19,102.0,0,31.0,125.3,92.0,141.2,108.0,168.2,68.0,6.3,2.0,3.0,7.0,2.0,60.0,630.0,288.0,434.7,268.0,40.87,1.6220149253731342
31,83.0,0,0.0,178.8,102.0,167.9,84.0,178.9,65.0,8.6,4.0,3.0,4.0,2.0,58.0,676.0,429.0,525.6,251.0,52.72,2.09402390438247
2,63.0,0,42.5,214.9,86.0,198.2,89.0,170.8,139.0,8.2,5.0,0.0,0.0,1.0,38.0,701.0,467.0,583.9000000000001,314.0,61.07,1.8595541401273887
25,155.0,0,0.0,163.0,93.0,203.9,102.0,159.0,109.0,15.1,4.0,2.0,9.0,3.0,62.0,879.0,310.0,525.9,304.0,52.19,1.7299342105263158
28,82.0,0,29.0,163.8,77.0,134.9,112.0,79.3,95.0,8.8,2.0,2.0,5.0,2.0,40.0,150.0,575.0,378.00000000000006,284.0,42.89,1.330985915492958
15,87.0,0,0.0,189.5,113.0,204.9,100.0,221.7,93.0,13.4,3.0,1.0,7.0,1.0,22.0,872.0,186.0,616.0999999999999,306.0,59.620000000000005,2.013398692810457
22,115.0,0,26.0,155.2,110.0,230.9,133.0,261.6,100.0,4.5,4.0,0.0,0.0,2.0,40.0,793.0,622.0,647.7,343.0,57.78,1.8883381924198253
2,99.0,1,0.0,242.3,102.0,335.6875,102.0,163.1,93.0,11.3,3.0,0.0,0.0,1.0,8.0,250.0,321.0,741.0875,297.0,77.07,2.495244107744108
46,121.0,1,42.5,254.1,127.0,180.2,108.0,196.2,129.0,8.7,4.0,3.0,4.0,2.0,57.0,273.0,148.0,630.5,364.0,67.35000000000001,1.7321428571428572
49,54.0,0,33.0,112.0,90.0,208.0,112.0,150.3,83.0,11.3,4.0,2.0,5.0,2.0,67.0,454.0,460.0,470.3,285.0,43.48,1.6501754385964913
21,105.0,0,0.0,115.5,73.0,267.3,83.0,114.2,90.0,13.3,5.0,3.0,6.0,1.0,2.0,912.0,593.0,497.0,246.0,47.5,2.0203252032520327
12,73.0,0,0.0,137.1,102.0,210.8,114.0,191.4,120.0,11.1,4.0,1.0,8.0,3.0,31.0,960.0,496.0,539.3,336.0,49.84,1.6050595238095238
6,95.0,0,0.0,198.4,113.0,235.9,144.0,325.6,99.0,10.1,3.0,0.0,0.0,2.0,46.0,965.0,326.0,759.9000000000001,356.0,68.43,2.134550561797753
32,21.0,0,19.0,132.7,94.0,204.6,101.0,154.7,78.0,12.9,7.0,3.0,7.0,3.0,11.0,756.0,718.0,491.99999999999994,273.0,46.910000000000004,1.802197802197802
37,163.0,0,25.0,219.6,99.0,210.4,99.0,242.7,88.0,13.8,8.0,2.0,4.0,1.0,46.0,713.0,293.0,672.7,286.0,66.13,2.3520979020979023
46,57.0,0,0.0,169.6,96.0,234.7,112.0,285.4,83.0,11.2,4.0,0.0,0.0,3.0,11.0,868.0,635.0,689.6999999999999,291.0,61.620000000000005,2.3701030927835047
39,104.0,1,0.0,160.4,73.0,293.9,103.0,306.6,90.0,12.6,5.0,3.5,7.0,1.0,12.0,376.0,196.0,760.9,266.0,66.05,2.860526315789474
39,83.0,0,20.0,95.0,89.0,167.9,92.0,200.6,79.0,11.2,2.0,0.0,0.0,1.0,5.0,135.0,216.0,463.5,260.0,39.449999999999996,1.7826923076923078
32,141.0,0,0.0,160.1,87.0,256.7,120.0,270.0,107.0,7.0,1.0,2.0,9.0,2.0,34.0,450.0,391.0,686.8,314.0,61.19,2.187261146496815
1,95.0,0,0.0,194.6,114.0,232.8,106.0,173.4,92.0,3.8,2.0,3.0,5.0,3.0,9.0,359.0,504.0,600.8,312.0,60.669999999999995,1.9256410256410255
26,184.0,0,0.0,236.4,73.0,287.3,120.0,192.0,94.0,13.8,4.0,1.0,2.0,1.0,6.0,479.0,264.0,715.7,287.0,73.25,2.493728222996516
6,74.0,0,0.0,157.1,95.0,213.1,46.5,280.4,77.0,7.6,3.0,2.0,8.0,3.0,2.0,336.0,624.0,650.5999999999999,218.5,57.44,2.9775743707093816
42,67.0,0,0.0,179.8,125.0,173.2,86.0,272.8,97.0,10.9,4.0,0.0,0.0,2.0,2.0,581.0,144.0,625.8,308.0,57.57,2.0318181818181817
13,104.0,1,0.0,148.2,108.0,161.8,113.0,259.3,103.0,11.0,4.0,0.0,0.0,2.0,69.0,392.0,357.0,569.3,324.0,50.61,1.7570987654320986
43,71.0,0,39.0,183.2,103.0,209.4,111.0,172.4,109.0,11.9,6.0,1.0,5.0,1.0,19.0,682.0,389.0,565.0,323.0,56.699999999999996,1.7492260061919505
30,149.0,0,0.0,119.2,88.0,168.3,110.0,204.7,119.0,12.2,6.0,3.5,0.0,1.0,1.0,324.0,163.0,492.2,317.0,43.78,1.5526813880126182
28,154.0,0,35.0,224.0,102.0,192.0,99.0,163.1,100.0,9.6,2.0,0.0,0.0,1.0,11.0,528.0,287.0,579.1,301.0,61.739999999999995,1.923920265780731
40,138.0,0,21.0,34.94999999999999,149.0,140.9,109.0,179.7,111.0,7.9,1.0,0.0,0.0,1.0,27.0,321.0,169.0,355.54999999999995,369.0,26.02,0.9635501355013549
16,117.0,0,0.0,184.8,83.0,248.6,101.0,133.1,113.0,9.6,8.0,1.0,7.0,2.0,60.0,990.0,171.0,566.5,297.0,58.54,1.9074074074074074
21,130.0,0,0.0,176.3,140.0,201.0,104.0,161.9,123.0,11.3,5.0,1.0,4.0,3.0,38.0,225.0,248.0,539.2,367.0,54.35,1.4692098092643053
39,73.0,0,0.0,241.7,115.0,168.5,133.0,169.8,122.0,11.1,2.0,2.0,6.0,2.0,30.0,898.0,155.0,580.0,370.0,63.050000000000004,1.5675675675675675
48,100.0,0,38.0,224.7,121.0,294.0,131.0,290.0,61.0,9.8,6.0,0.0,0.0,2.0,56.0,632.0,170.0,808.7,313.0,76.24,2.58370607028754
27,149.0,0,0.0,207.3,115.0,198.4,82.0,114.1,83.0,8.6,4.0,1.0,4.0,1.0,19.0,990.0,407.0,519.8000000000001,280.0,57.230000000000004,1.8564285714285718
35,29.0,0,0.0,196.8,81.0,168.0,110.0,132.6,98.0,12.7,7.0,2.0,8.0,1.0,52.0,590.0,459.0,497.4,289.0,53.71,1.721107266435986
50,131.0,0,0.0,110.9,74.0,115.6,90.0,190.5,114.0,15.8,9.0,1.0,7.0,3.0,57.0,336.0,231.0,417.0,278.0,37.25,1.5
31,153.0,0,0.0,122.5,145.0,273.3,103.0,197.8,71.0,8.0,3.0,2.0,9.0,3.0,9.0,508.0,701.0,593.6,319.0,52.96,1.8608150470219436
28,84.0,0,0.0,226.9,144.0,201.6,122.0,130.2,121.0,13.2,5.0,2.0,5.0,2.0,53.0,668.0,211.0,558.7,387.0,61.57,1.443669250645995
48,133.0,0,0.0,187.0,65.0,141.4,128.0,238.2,108.0,10.0,8.0,2.0,8.0,2.0,46.0,691.0,251.0,566.5999999999999,301.0,54.53,1.8823920265780727
17,112.0,0,0.0,170.5,113.0,193.2,129.0,188.0,91.0,11.2,6.0,0.0,0.0,1.0,61.0,298.0,338.0,551.7,333.0,53.87,1.656756756756757
34,87.0,0,0.0,204.8,101.0,161.0,80.0,285.7,89.0,9.5,3.0,0.0,0.0,1.0,54.0,583.0,574.0,651.5,270.0,61.37,2.412962962962963
24,72.0,0,0.0,165.9,114.0,235.9,97.0,210.1,120.0,12.0,5.0,2.0,5.0,2.0,47.0,163.0,327.0,611.9,331.0,57.7,1.8486404833836858
3,66.0,0,0.0,154.0,133.0,198.9,121.0,151.9,100.0,9.5,3.0,3.5,2.0,1.0,2.0,309.0,297.0,504.79999999999995,354.0,49.93000000000001,1.4259887005649716
23,65.0,0,29.0,158.1,104.0,322.2,81.0,210.0,96.0,8.9,6.0,1.0,7.0,1.0,17.0,216.0,658.0,690.3,281.0,63.72,2.456583629893238
5,74.0,0,0.0,225.2,93.0,215.1,120.0,241.8,95.0,9.1,2.0,2.0,7.0,2.0,13.0,831.0,156.0,682.0999999999999,308.0,67.44,2.2146103896103893
20,116.0,0,0.0,159.4,79.0,179.5,88.0,167.8,71.0,9.7,2.0,3.5,0.0,1.0,1.0,224.0,268.0,506.7,238.0,49.91,2.1289915966386554
2,68.0,0,0.0,172.7,95.0,139.1,90.0,174.3,99.0,11.7,1.0,2.0,8.0,2.0,64.0,201.0,162.0,486.09999999999997,284.0,49.019999999999996,1.711619718309859
42,68.0,0,0.0,222.8,99.0,175.8,85.0,202.0,111.0,11.0,3.0,3.0,8.0,1.0,18.0,472.0,522.0,600.6,295.0,61.91,2.0359322033898306
8,54.0,1,0.0,214.1,77.0,240.5,94.0,188.9,75.0,10.1,3.0,1.0,7.0,2.0,12.0,334.0,612.0,643.5,246.0,65.34,2.6158536585365852
42,99.0,0,0.0,54.8,92.0,173.0,103.0,195.1,125.0,7.5,3.0,1.0,6.0,3.0,49.0,193.0,593.0,422.9,320.0,32.81,1.3215625
48,107.0,0,0.0,134.0,104.0,174.5,94.0,311.1,79.0,7.3,3.0,3.0,6.0,3.0,43.0,826.0,216.0,619.6,277.0,51.61,2.236823104693141
49,124.0,0,0.0,184.8,74.0,175.1,84.0,158.2,95.0,10.5,6.0,1.0,7.0,2.0,67.0,107.0,635.0,518.0999999999999,253.0,53.42,2.0478260869565212
6,95.0,0,36.0,283.1,112.0,286.2,86.0,261.7,129.0,11.3,3.0,3.0,6.0,2.0,28.0,419.0,212.0,831.0,327.0,84.24000000000001,2.541284403669725
23,173.0,0,0.0,291.8,143.0,214.3,134.0,151.2,119.0,9.9,2.0,0.0,0.0,1.0,2.0,196.0,140.0,657.3,396.0,74.63,1.6598484848484847
24,110.0,0,0.0,222.7,94.0,105.8,98.0,214.8,78.0,13.5,4.0,1.0,5.0,3.0,61.0,247.0,715.0,543.3,270.0,56.52,2.012222222222222
45,102.0,0,0.0,174.5,79.0,236.8,136.0,270.4,110.0,8.5,5.0,0.0,0.0,1.0,59.0,606.0,650.0,681.7,325.0,61.97,2.097538461538462
30,130.0,0,0.0,68.4,86.0,193.3,110.0,171.5,139.0,10.4,4.0,0.0,0.0,2.0,66.0,478.0,259.0,433.20000000000005,335.0,35.78,1.293134328358209
36,91.0,0,31.0,273.0,78.0,215.5,98.0,104.7,114.0,9.6,2.0,1.0,8.0,2.0,39.0,649.0,440.0,593.2,290.0,69.43999999999998,2.0455172413793106
6,64.0,1,0.0,225.3,134.0,108.2,87.0,139.6,132.0,17.25,9.0,1.0,2.0,1.0,1.0,134.0,148.0,473.1,353.0,53.78,1.3402266288951843
42,176.0,0,23.0,283.2,130.0,162.6,74.0,177.7,104.0,7.2,6.0,1.0,5.0,3.0,41.0,465.0,513.0,623.5,308.0,69.96000000000001,2.0243506493506493
20,93.0,1,0.0,131.4,78.0,219.7,106.0,155.7,103.0,11.1,2.0,1.0,2.0,1.0,4.0,490.0,416.0,506.8,287.0,48.02,1.7658536585365854
48,84.0,0,12.0,89.7,87.0,138.6,73.0,165.8,114.0,10.7,2.0,1.0,6.0,1.0,61.0,263.0,477.0,394.1,274.0,34.49,1.4383211678832117
41,138.0,0,0.0,127.1,102.0,247.7,106.0,207.7,75.0,5.0,3.0,3.0,8.0,3.0,43.0,118.0,296.0,582.5,283.0,52.01,2.058303886925795
