account_length,intertiol_plan,number_vm_messages,total_day_min,total_day_calls,total_eve_min,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,service quality,priority customer level,total data usage,network coverage,total messages usage,Churn,total_mins,total_calls,total_charge,avg_min_per_call
54.0,0,0.0,159.8,99.0,264.0,64.0,115.7,70.0,9.7,7.0,2.0,6.0,2.0,40.0,927.0,168.0,0,539.5,233.0,54.82,2.315450643776824
11.0,0,28.0,190.6,86.0,220.1,122.0,180.3,80.0,6.0,3.0,3.0,8.0,1.0,66.0,730.0,375.0,0,591.0,288.0,59.22,2.0520833333333335
109.0,0,0.0,184.0,120.0,120.4,119.0,153.7,86.0,11.0,3.0,0.0,0.0,2.0,9.0,561.0,138.0,0,458.09999999999997,325.0,48.43000000000001,1.4095384615384614
90.0,0,0.0,261.8,128.0,220.6,104.0,136.6,91.0,9.6,5.0,1.0,5.0,1.0,9.0,757.0,701.0,0,619.0,323.0,69.41,1.91640866873065
115.0,0,0.0,147.9,109.0,228.4,117.0,299.7,90.0,9.6,9.0,3.0,8.0,2.0,12.0,402.0,246.0,0,676.0,316.0,58.04,2.1392405063291138
144.0,0,18.0,106.4,109.0,108.1,113.0,208.4,111.0,10.1,5.0,1.0,7.0,2.0,45.0,657.0,527.0,0,422.9,333.0,36.660000000000004,1.2699699699699698
91.0,0,0.0,133.7,75.0,195.3,87.0,280.5,89.0,5.9,2.0,0.0,0.0,1.0,57.0,694.0,457.0,0,609.5,251.0,51.949999999999996,2.4282868525896415
105.0,0,23.0,193.5,85.0,220.2,90.0,272.4,111.0,8.5,5.0,0.0,0.0,1.0,63.0,483.0,648.0,0,686.0999999999999,286.0,63.879999999999995,2.398951048951049
71.0,1,0.0,178.2,113.0,167.8,94.0,182.1,111.0,13.6,3.0,3.0,0.0,1.0,8.0,311.0,193.0,1,528.1,318.0,52.739999999999995,1.660691823899371
132.0,0,36.0,226.2,103.0,181.6,125.0,258.8,102.0,10.5,5.0,3.0,2.0,1.0,4.0,449.0,196.0,1,666.5999999999999,330.0,65.54,2.0199999999999996
112.0,0,0.0,170.4,103.0,200.2,71.0,258.3,100.0,11.6,4.0,1.0,9.0,3.0,52.0,409.0,282.0,0,628.9000000000001,274.0,57.60999999999999,2.295255474452555
86.0,0,32.0,70.9,152.0,166.7,121.0,244.9,105.0,11.1,5.0,3.0,4.0,2.0,40.0,605.0,642.0,0,482.5,378.0,37.239999999999995,1.2764550264550265
41.0,0,34.0,194.4,63.0,254.9,110.0,160.2,115.0,17.2,9.0,2.0,6.0,1.0,47.0,730.0,398.0,0,609.5,288.0,61.93,2.1163194444444446
44.0,0,0.0,240.3,146.0,164.6,83.0,240.7,106.0,10.6,2.0,1.0,6.0,3.0,42.0,569.0,170.0,0,645.5999999999999,335.0,65.67,1.9271641791044773
78.0,0,0.0,75.0,116.0,248.7,87.0,176.0,83.0,9.5,6.0,3.0,4.0,1.0,48.0,415.0,189.0,0,499.7,286.0,41.81,1.7472027972027973
149.0,0,0.0,69.1,117.0,136.3,100.0,181.7,53.0,6.3,3.0,1.0,6.0,2.0,19.0,669.0,132.0,0,387.1,270.0,31.52,1.4337037037037037
72.0,0,33.0,96.6,59.0,315.4,98.0,163.3,117.0,6.2,4.0,3.5,2.0,1.0,3.0,159.0,342.0,1,575.3,274.0,50.580000000000005,2.09963503649635
139.0,0,20.0,214.6,101.0,235.1,132.0,162.8,132.0,14.8,10.5,0.0,0.0,3.0,3.0,779.0,662.0,0,612.5,365.0,63.78999999999999,1.678082191780822
74.0,0,0.0,148.5,111.0,146.5,46.5,289.2,83.0,9.9,6.0,3.0,8.0,3.0,59.0,287.0,688.0,0,584.2,240.5,50.71,2.429106029106029
50.0,0,0.0,258.1,106.0,161.4,106.0,225.1,110.0,11.7,5.0,1.0,7.0,2.0,57.0,862.0,410.0,0,644.6,322.0,67.73,2.0018633540372672
141.0,0,23.0,149.7,112.0,162.5,118.0,220.3,115.0,7.6,2.0,3.0,6.0,2.0,65.0,294.0,173.0,0,532.5,345.0,49.17,1.5434782608695652
140.0,0,0.0,149.8,134.0,164.4,98.0,294.7,124.0,8.1,2.0,1.0,7.0,1.0,50.0,988.0,263.0,0,608.9000000000001,356.0,52.699999999999996,1.7103932584269665
99.0,0,0.0,190.4,102.0,158.1,107.0,271.5,92.0,11.2,4.0,2.0,9.0,3.0,39.0,957.0,579.0,0,620.0,301.0,58.029999999999994,2.0598006644518274
166.0,0,0.0,181.4,108.0,253.8,54.0,112.3,94.0,11.6,6.0,1.0,6.0,3.0,39.0,836.0,511.0,0,547.5,256.0,57.459999999999994,2.138671875
124.0,0,0.0,151.1,123.0,187.4,104.0,255.4,93.0,5.3,3.0,1.0,7.0,1.0,52.0,145.0,212.0,0,593.9,320.0,53.11000000000001,1.8559375
74.0,0,0.0,155.7,116.0,173.7,63.0,257.4,97.0,8.1,4.0,0.0,0.0,2.0,46.0,537.0,359.0,0,586.8,276.0,52.809999999999995,2.126086956521739
117.0,0,0.0,149.9,95.0,256.1,110.0,212.7,92.0,13.3,10.5,2.0,6.0,2.0,13.0,750.0,451.0,0,618.7,297.0,56.82,2.083164983164983
85.0,0,0.0,222.3,132.0,231.5,101.0,223.5,75.0,11.0,2.0,3.0,9.0,2.0,36.0,345.0,673.0,0,677.3,308.0,67.53,2.199025974025974
36.0,0,16.0,149.4,111.0,131.8,113.0,132.7,87.0,6.7,2.0,0.0,0.0,1.0,30.0,615.0,422.0,0,413.90000000000003,311.0,42.56999999999999,1.3308681672025724
102.0,1,0.0,233.8,103.0,221.6,131.0,146.9,106.0,12.8,3.0,0.0,0.0,2.0,43.0,783.0,148.0,0,602.3,340.0,65.2,1.771470588235294
76.0,0,0.0,204.2,100.0,292.6,139.0,244.3,105.0,10.5,2.0,0.0,0.0,2.0,32.0,379.0,463.0,0,741.1,344.0,70.57,2.1543604651162793
165.0,0,0.0,242.9,126.0,209.8,65.0,228.4,126.0,3.25,0.0,1.0,7.0,3.0,45.0,105.0,334.0,0,681.1,317.0,69.39999999999999,2.1485804416403784
130.0,0,0.0,150.4,119.0,230.5,99.0,186.3,76.0,12.3,4.0,1.0,8.0,2.0,17.0,810.0,651.0,0,567.2,294.0,53.54,1.9292517006802723
78.0,0,0.0,208.9,119.0,252.4,132.0,280.2,120.0,12.8,7.0,0.0,0.0,1.0,23.0,766.0,390.0,0,741.5,371.0,69.57,1.9986522911051212
55.0,1,0.0,191.9,91.0,256.1,110.0,203.7,101.0,14.3,6.0,1.0,2.0,1.0,4.0,344.0,406.0,1,651.7,302.0,63.56,2.15794701986755
92.0,1,0.0,130.7,113.0,260.6,122.0,244.2,98.0,9.4,2.0,2.0,2.0,1.0,1.0,244.0,237.0,1,635.5,333.0,55.36,1.9084084084084083
129.0,0,33.0,119.6,104.0,278.7,88.0,263.4,152.0,5.9,2.0,2.0,9.0,2.0,40.0,686.0,395.0,0,661.6999999999999,344.0,55.87,1.9235465116279067
18.0,0,0.0,273.6,93.0,114.6,116.0,250.6,120.0,8.2,4.0,1.0,4.0,3.0,56.0,386.0,649.0,0,638.8000000000001,329.0,67.53,1.9416413373860184
161.0,1,0.0,156.1,114.0,180.3,63.0,179.6,115.0,11.1,9.0,2.0,6.0,3.0,12.0,636.0,353.0,0,516.0,292.0,49.949999999999996,1.7671232876712328
93.0,0,36.0,178.7,134.0,178.6,102.0,126.8,82.0,8.0,4.0,2.0,8.0,2.0,45.0,738.0,623.0,0,484.09999999999997,318.0,51.27,1.522327044025157
144.0,0,0.0,177.5,93.0,287.4,75.0,180.5,118.0,11.9,3.0,2.0,4.0,1.0,1.0,292.0,339.0,0,645.4,286.0,62.73,2.2566433566433566
75.0,1,0.0,211.3,61.0,105.6,119.0,175.9,63.0,9.7,4.0,3.5,0.0,1.0,7.0,466.0,374.0,1,492.79999999999995,243.0,52.82000000000001,2.02798353909465
95.0,0,0.0,175.2,91.0,244.4,109.0,75.8,95.0,7.5,2.0,1.0,9.0,3.0,66.0,112.0,557.0,0,495.40000000000003,295.0,53.959999999999994,1.6793220338983053
126.0,0,23.0,114.3,102.0,190.3,103.0,240.4,111.0,12.6,7.0,3.0,6.0,2.0,2.0,790.0,695.0,0,545.0,316.0,46.43,1.7246835443037976
124.0,0,28.0,251.4,104.0,225.1,89.0,251.9,121.0,7.5,5.0,1.0,4.0,2.0,54.0,804.0,671.0,0,728.4,314.0,73.21000000000001,2.319745222929936
93.0,1,0.0,216.9,61.0,207.4,120.0,221.7,110.0,17.25,5.0,1.0,0.0,1.0,4.0,343.0,333.0,1,646.0,291.0,64.48,2.2199312714776633
109.0,1,26.0,217.2,138.0,145.5,111.0,280.7,76.0,9.3,3.0,0.0,0.0,2.0,43.0,616.0,351.0,0,643.4,325.0,61.92,1.9796923076923076
80.0,0,0.0,206.3,97.0,154.9,98.0,263.6,82.0,12.4,10.5,0.0,0.0,3.0,28.0,188.0,678.0,0,624.8000000000001,277.0,60.1,2.255595667870036
41.0,0,0.0,159.3,66.0,125.9,75.0,261.9,76.0,11.1,5.0,1.0,8.0,2.0,2.0,129.0,183.0,0,547.1,217.0,49.57,2.521198156682028
136.0,0,31.0,143.1,88.0,236.6,65.0,227.8,120.0,11.4,5.0,2.0,5.0,2.0,44.0,806.0,144.0,0,607.5,273.0,54.69,2.2252747252747254
92.0,0,0.0,154.0,122.0,329.8,88.0,288.0,117.0,5.6,2.0,3.0,0.0,1.0,6.0,389.0,242.0,1,771.8,327.0,67.17,2.3602446483180426
143.0,0,24.0,186.6,69.0,222.0,116.0,234.9,138.0,11.6,5.0,1.0,8.0,2.0,21.0,819.0,229.0,0,643.5,323.0,61.160000000000004,1.9922600619195046
118.0,0,26.0,170.8,114.0,199.5,125.0,169.7,98.0,9.6,5.0,3.5,2.0,1.0,2.0,445.0,141.0,1,540.0,337.0,53.64,1.6023738872403561
193.0,0,17.0,124.0,102.0,202.9,81.0,205.1,129.0,12.3,3.0,1.0,5.0,2.0,18.0,476.0,386.0,0,532.0,312.0,47.56,1.705128205128205
73.0,0,0.0,198.3,94.0,279.3,101.0,146.2,87.0,14.8,8.0,3.0,9.0,3.0,5.0,547.0,317.0,0,623.8,282.0,64.03,2.2120567375886524
62.0,0,0.0,172.8,101.0,204.8,97.0,240.8,90.0,9.1,8.0,2.0,4.0,3.0,64.0,317.0,257.0,0,618.4000000000001,288.0,57.629999999999995,2.1472222222222226
30.0,0,30.0,217.4,74.0,213.8,86.0,227.2,104.0,6.6,3.0,0.0,0.0,1.0,21.0,883.0,569.0,0,658.4000000000001,264.0,65.35000000000001,2.493939393939394
60.0,1,29.0,265.9,113.0,215.8,94.0,108.1,82.0,14.0,10.5,0.0,0.0,1.0,6.0,431.0,135.0,1,589.8,289.0,68.4,2.0408304498269896
148.0,0,14.0,93.6,137.0,193.8,72.0,144.9,84.0,17.25,5.0,1.0,7.0,3.0,9.0,179.0,652.0,0,432.29999999999995,293.0,38.89999999999999,1.4754266211604095
96.0,0,0.0,98.2,100.0,307.2,88.0,182.5,120.0,7.6,1.0,2.0,8.0,1.0,40.0,690.0,244.0,0,587.9,308.0,51.01,1.9087662337662337
52.0,0,0.0,214.7,68.0,158.6,138.0,123.4,114.0,9.4,4.0,2.0,8.0,2.0,20.0,899.0,598.0,0,496.69999999999993,320.0,55.53,1.5521874999999998
87.0,0,0.0,168.2,92.0,224.7,100.0,169.5,99.0,12.9,3.0,1.0,6.0,2.0,27.0,342.0,554.0,0,562.4,291.0,55.32,1.9326460481099657
41.0,0,0.0,202.9,97.0,153.8,104.0,113.5,92.0,9.0,3.0,3.0,7.0,1.0,28.0,996.0,125.0,0,470.20000000000005,293.0,52.67,1.604778156996587
112.0,0,0.0,261.4,108.0,154.5,102.0,130.9,90.0,11.6,2.0,1.0,6.0,2.0,60.0,593.0,222.0,0,546.8,300.0,63.46,1.8226666666666664
88.0,0,0.0,73.3,86.0,161.4,82.0,239.6,76.0,8.2,3.0,3.5,2.0,1.0,3.0,494.0,300.0,1,474.29999999999995,244.0,36.96,1.9438524590163933
122.0,0,27.0,253.7,84.0,229.2,109.0,190.5,123.0,9.2,5.0,3.5,7.0,2.0,38.0,721.0,144.0,0,673.4,316.0,71.18,2.131012658227848
61.0,0,0.0,45.0,108.0,151.3,74.0,152.9,94.0,9.8,6.0,2.0,9.0,3.0,27.0,590.0,433.0,0,349.20000000000005,276.0,27.389999999999997,1.265217391304348
87.0,0,0.0,231.3,105.0,171.7,108.0,67.7,136.0,13.0,6.0,1.0,8.0,1.0,55.0,261.0,298.0,0,470.7,349.0,56.959999999999994,1.3487106017191977
176.0,0,0.0,47.4,125.0,167.8,90.0,163.1,107.0,10.5,8.0,2.0,9.0,2.0,46.0,736.0,218.0,0,378.3,322.0,29.66,1.1748447204968944
30.0,0,0.0,227.4,88.0,182.5,100.0,191.7,134.0,12.5,3.0,0.0,0.0,2.0,55.0,888.0,518.0,0,601.5999999999999,322.0,62.8,1.8683229813664592
95.0,0,22.0,40.9,126.0,133.4,90.0,264.2,91.0,11.9,7.0,0.0,0.0,3.0,34.0,634.0,373.0,0,438.5,307.0,30.18,1.4283387622149837
46.0,0,0.0,124.8,133.0,157.3,143.0,199.3,72.0,8.6,4.0,2.0,6.0,2.0,31.0,842.0,442.0,0,481.40000000000003,348.0,43.559999999999995,1.3833333333333335
100.0,1,0.0,68.5,110.0,335.6875,115.0,205.2,99.0,12.1,9.0,0.0,0.0,1.0,9.0,162.0,298.0,0,609.3875,324.0,49.42,1.8808256172839508
47.0,0,37.0,163.5,77.0,203.1,102.0,232.0,87.0,7.8,4.0,2.0,8.0,3.0,54.0,521.0,191.0,0,598.6,266.0,55.5,2.2503759398496244
77.0,0,0.0,163.0,112.0,219.1,89.0,233.4,66.0,6.7,3.0,2.0,5.0,1.0,56.0,158.0,497.0,0,615.5,267.0,56.83,2.305243445692884
98.0,0,38.0,213.7,61.0,253.0,104.0,207.7,73.0,10.7,5.0,2.0,5.0,3.0,2.0,208.0,674.0,0,674.4,238.0,67.19,2.833613445378151
125.0,0,36.0,201.3,117.0,64.78750000000001,78.0,125.7,104.0,5.4,3.0,1.0,8.0,1.0,14.0,137.0,575.0,0,391.7875,299.0,45.379999999999995,1.3103260869565219
67.0,0,0.0,310.4,97.0,66.5,123.0,246.5,99.0,9.2,10.0,3.5,9.0,3.0,63.0,557.0,246.0,0,623.4,319.0,69.51,1.95423197492163
194.0,0,0.0,48.4,101.0,281.1,138.0,218.5,87.0,17.25,1.0,1.0,9.0,2.0,53.0,713.0,485.0,0,548.0,326.0,41.95,1.6809815950920246
128.0,0,40.0,171.2,88.0,145.7,109.0,196.8,93.0,14.0,6.0,1.0,4.0,2.0,28.0,612.0,555.0,0,513.7,290.0,50.34,1.7713793103448277
190.0,0,22.0,166.5,93.0,183.0,92.0,121.0,102.0,8.5,3.0,0.0,0.0,1.0,19.0,824.0,455.0,0,470.5,287.0,49.309999999999995,1.6393728222996515
165.0,0,0.0,216.6,126.0,190.8,104.0,224.7,123.0,12.4,8.0,0.0,0.0,3.0,68.0,827.0,279.0,0,632.0999999999999,353.0,63.15,1.7906515580736542
59.0,0,0.0,107.8,113.0,216.6,125.0,217.5,92.0,9.9,3.0,2.0,9.0,2.0,18.0,964.0,377.0,0,541.9,330.0,46.529999999999994,1.642121212121212
47.0,0,28.0,141.3,94.0,168.0,108.0,113.5,84.0,7.8,2.0,1.0,7.0,2.0,15.0,278.0,617.0,0,422.8,286.0,43.41,1.4783216783216784
150.0,0,29.0,209.9,77.0,158.0,52.0,141.9,113.0,6.6,1.0,0.0,0.0,2.0,11.0,162.0,682.0,0,509.79999999999995,242.0,55.5,2.1066115702479338
152.0,1,20.0,237.5,120.0,253.4,94.0,265.2,80.0,14.2,3.0,3.5,0.0,1.0,2.0,443.0,161.0,1,756.0999999999999,294.0,73.85,2.5717687074829927
26.0,0,0.0,234.5,109.0,216.5,129.0,191.6,94.0,3.5,6.0,3.0,4.0,2.0,3.0,186.0,276.0,0,642.6,332.0,66.89,1.935542168674699
79.0,0,31.0,103.1,90.0,243.0,135.0,76.4,92.0,12.2,8.0,3.0,6.0,1.0,57.0,485.0,292.0,0,422.5,317.0,41.629999999999995,1.332807570977918
95.0,0,27.0,129.5,106.0,248.9,90.0,268.0,115.0,11.9,3.0,1.0,6.0,1.0,17.0,215.0,273.0,0,646.4,311.0,55.24,2.0784565916398714
69.0,1,0.0,279.8,90.0,248.7,91.0,171.0,118.0,8.4,10.0,2.0,2.0,1.0,2.0,496.0,257.0,1,699.5,299.0,76.4,2.339464882943144
95.0,1,41.0,136.8,91.0,200.8,61.0,133.7,67.0,10.3,9.0,3.5,0.0,1.0,6.0,423.0,321.0,1,471.3,219.0,46.349999999999994,2.152054794520548
31.0,0,31.0,100.1,54.0,246.3,97.0,255.0,131.0,5.9,3.0,0.0,0.0,2.0,6.0,523.0,564.0,0,601.4,282.0,49.44,2.132624113475177
121.0,0,31.0,237.1,63.0,205.6,117.0,196.7,85.0,10.1,5.0,3.5,7.0,2.0,49.0,228.0,286.0,0,639.4,265.0,66.64,2.412830188679245
111.0,0,0.0,172.8,58.0,183.1,108.0,158.8,104.0,7.9,3.0,3.5,0.0,1.0,7.0,186.0,387.0,1,514.7,270.0,52.089999999999996,1.9062962962962964
157.0,0,0.0,224.5,111.0,200.7,99.0,116.6,118.0,11.5,2.0,2.0,8.0,1.0,42.0,679.0,410.0,0,541.8,328.0,60.480000000000004,1.6518292682926827
44.0,0,0.0,288.1,112.0,258.0,92.0,192.4,90.0,10.2,4.0,3.0,0.0,1.0,9.0,468.0,278.0,1,738.5,294.0,79.57,2.511904761904762
61.0,1,0.0,78.2,103.0,195.9,149.0,108.0,100.0,10.1,6.0,2.0,6.0,1.0,35.0,401.0,221.0,0,382.1,352.0,34.8,1.0855113636363638
65.0,0,0.0,148.7,80.0,259.0,94.0,149.5,107.0,12.7,6.0,2.0,8.0,3.0,54.0,526.0,317.0,0,557.2,281.0,54.03,1.9829181494661923
74.0,0,25.0,194.6,84.0,119.9,103.0,175.5,75.0,13.1,2.0,2.0,4.0,3.0,21.0,532.0,385.0,0,490.0,262.0,51.169999999999995,1.8702290076335877
123.0,0,0.0,159.5,77.0,303.8,92.0,226.9,120.0,12.0,4.0,0.0,0.0,2.0,23.0,803.0,492.0,0,690.2,289.0,63.15,2.388235294117647
58.0,0,20.0,194.5,110.0,213.7,89.0,236.6,92.0,9.5,2.0,1.0,4.0,2.0,38.0,463.0,625.0,0,644.8,291.0,61.88,2.2158075601374567
74.0,0,0.0,174.1,96.0,251.1,94.0,257.6,123.0,8.3,5.0,2.0,2.0,1.0,8.0,124.0,336.0,1,682.8,313.0,62.53,2.1814696485623
125.0,0,0.0,131.8,97.0,136.7,100.0,308.2,119.0,7.7,6.0,2.0,7.0,1.0,1.0,271.0,328.0,0,576.7,316.0,47.9,1.8250000000000002
80.0,0,0.0,160.6,103.0,237.0,109.0,245.1,88.0,10.7,1.0,1.0,5.0,1.0,40.0,877.0,244.0,0,642.7,300.0,58.480000000000004,2.1423333333333336
53.0,0,18.0,146.8,107.0,310.0,84.0,178.7,130.0,7.2,7.0,0.0,0.0,3.0,61.0,535.0,228.0,0,635.5,321.0,59.35,1.9797507788161994
99.0,0,28.0,200.7,88.0,264.2,116.0,172.7,102.0,9.1,5.0,1.0,8.0,2.0,13.0,652.0,713.0,0,637.5999999999999,306.0,64.35,2.083660130718954
99.0,0,0.0,145.6,106.0,98.3,106.0,230.8,83.0,10.9,5.0,1.0,4.0,2.0,40.0,560.0,671.0,0,474.7,295.0,43.5,1.6091525423728814
66.0,0,29.0,229.4,104.0,257.4,84.0,231.5,119.0,8.0,1.0,2.0,4.0,2.0,37.0,382.0,500.0,0,718.3,307.0,71.3,2.3397394136807814
97.0,0,0.0,211.0,76.0,189.0,100.0,123.0,102.0,4.7,4.0,3.0,8.0,3.0,29.0,453.0,140.0,0,523.0,278.0,57.48,1.881294964028777
75.0,0,37.0,121.5,97.0,271.4,110.0,248.7,97.0,11.3,5.0,2.0,4.0,2.0,12.0,450.0,650.0,0,641.5999999999999,304.0,54.92,2.1105263157894734
85.0,1,0.0,216.0,73.0,188.2,117.0,147.1,98.0,3.6,7.0,2.0,8.0,1.0,66.0,262.0,171.0,0,551.3,288.0,59.339999999999996,1.914236111111111
108.0,0,0.0,293.0,88.0,160.6,101.0,143.9,87.0,10.0,6.0,2.0,8.0,1.0,1.0,206.0,496.0,0,597.5,276.0,69.94,2.164855072463768
133.0,1,32.0,221.1,137.0,264.9,99.0,168.9,108.0,15.4,4.0,2.0,2.0,1.0,2.0,408.0,368.0,1,654.9,344.0,67.71,1.9037790697674417
51.0,0,0.0,181.5,108.0,196.9,87.0,187.2,119.0,10.3,2.0,1.0,5.0,1.0,24.0,540.0,617.0,0,565.5999999999999,314.0,56.019999999999996,1.801273885350318
186.0,0,26.0,74.3,107.0,177.3,116.0,296.3,90.0,14.5,3.0,2.0,7.0,3.0,49.0,367.0,157.0,0,547.9000000000001,313.0,41.03,1.7504792332268373
44.0,1,0.0,62.3,92.0,275.0,82.0,138.7,108.0,10.8,3.0,1.0,5.0,2.0,41.0,551.0,260.0,0,476.0,282.0,40.21,1.6879432624113475
64.0,0,31.0,228.6,88.0,248.5,109.0,167.1,124.0,9.0,1.0,3.0,4.0,2.0,30.0,924.0,197.0,0,644.2,321.0,67.5,2.006853582554517
44.0,0,0.0,228.1,121.0,276.5,79.0,279.8,77.0,9.9,5.0,2.0,2.0,1.0,6.0,240.0,373.0,1,784.4000000000001,277.0,74.87,2.8317689530685923
114.0,0,36.0,309.9,90.0,200.3,89.0,183.5,105.0,14.2,2.0,1.0,8.0,3.0,19.0,729.0,181.0,0,693.7,284.0,77.97000000000001,2.4426056338028173
92.0,0,0.0,201.9,74.0,226.8,119.0,217.5,80.0,13.7,6.0,3.0,8.0,2.0,26.0,600.0,496.0,0,646.2,273.0,63.39,2.367032967032967
110.0,0,0.0,149.8,112.0,180.0,93.0,140.0,119.0,11.7,4.0,2.0,6.0,2.0,11.0,811.0,356.0,0,469.8,324.0,47.06999999999999,1.45
90.0,0,30.0,183.8,76.0,229.7,95.0,144.1,124.0,7.7,3.0,1.0,5.0,2.0,15.0,160.0,370.0,0,557.6,295.0,57.25,1.890169491525424
72.0,0,21.0,186.7,108.0,335.0,86.0,187.2,119.0,16.5,4.0,1.0,9.0,1.0,33.0,874.0,427.0,0,708.9000000000001,313.0,68.64,2.264856230031949
113.0,0,0.0,209.4,151.0,335.6875,113.0,246.0,116.0,7.4,2.0,1.0,2.0,1.0,8.0,436.0,127.0,1,791.0875,380.0,75.21000000000001,2.0818092105263157
171.0,0,25.0,223.2,77.0,183.2,118.0,150.8,90.0,10.2,3.0,3.0,4.0,3.0,50.0,763.0,602.0,0,557.2,285.0,60.3,1.9550877192982459
104.0,0,0.0,164.2,109.0,155.4,90.0,168.9,117.0,10.7,8.0,1.0,8.0,2.0,42.0,146.0,539.0,0,488.5,316.0,48.720000000000006,1.5458860759493671
165.0,0,0.0,150.5,75.0,193.1,93.0,311.6,93.0,10.3,2.0,1.0,8.0,3.0,1.0,497.0,199.0,0,655.2,261.0,56.019999999999996,2.510344827586207
104.0,0,0.0,234.2,128.0,293.1,92.0,183.9,79.0,9.8,6.0,0.0,0.0,1.0,5.0,258.0,205.0,1,711.1999999999999,299.0,73.0,2.378595317725752
110.0,0,0.0,55.3,102.0,164.7,124.0,200.7,108.0,10.2,5.0,1.0,6.0,1.0,24.0,868.0,716.0,0,420.7,334.0,32.43,1.2595808383233533
90.0,1,0.0,221.8,97.0,203.8,134.0,215.8,152.0,8.4,4.0,1.0,9.0,1.0,18.0,238.0,623.0,0,641.4000000000001,383.0,64.74000000000001,1.6746736292428201
114.0,0,0.0,169.6,85.0,64.78750000000001,86.0,179.3,124.0,7.4,8.0,1.0,4.0,2.0,11.0,258.0,234.0,0,413.6875,295.0,42.4,1.4023305084745763
101.0,0,0.0,89.7,118.0,260.1,79.0,170.1,93.0,13.5,10.5,3.5,2.0,1.0,3.0,240.0,213.0,1,519.9,290.0,45.01,1.792758620689655
117.0,0,14.0,80.2,81.0,219.0,103.0,122.6,102.0,8.6,2.0,1.0,5.0,3.0,45.0,907.0,240.0,0,421.79999999999995,286.0,37.769999999999996,1.4748251748251746
109.0,0,0.0,218.9,105.0,299.9,87.0,158.6,110.0,11.3,4.0,2.0,4.0,3.0,57.0,618.0,310.0,0,677.4,302.0,69.84,2.243046357615894
82.0,0,0.0,125.7,96.0,207.6,137.0,183.1,103.0,12.9,2.0,1.0,7.0,2.0,68.0,277.0,248.0,0,516.4,336.0,47.26,1.5369047619047618
92.0,0,0.0,176.3,85.0,93.4,125.0,207.2,107.0,9.6,1.0,2.0,5.0,2.0,23.0,374.0,341.0,0,476.90000000000003,317.0,47.23,1.504416403785489
82.0,0,29.0,207.2,111.0,254.1,137.0,169.3,92.0,9.5,5.0,2.0,5.0,1.0,15.0,832.0,330.0,0,630.5999999999999,340.0,64.44,1.854705882352941
90.0,0,0.0,205.7,138.0,161.9,83.0,269.7,104.0,12.5,6.0,2.0,6.0,1.0,20.0,849.0,162.0,0,637.3,325.0,60.87,1.9609230769230768
87.0,0,28.0,151.4,95.0,152.4,97.0,250.1,109.0,3.25,0.0,1.0,6.0,2.0,11.0,353.0,328.0,0,553.9,301.0,49.94,1.8401993355481727
124.0,0,0.0,157.5,70.0,130.7,79.0,193.4,98.0,9.6,4.0,3.0,9.0,1.0,28.0,748.0,424.0,0,481.6,247.0,46.59,1.9497975708502024
39.0,0,0.0,160.4,68.0,102.6,103.0,235.3,106.0,9.1,5.0,2.0,6.0,1.0,38.0,731.0,351.0,0,498.3,277.0,46.58,1.7989169675090253
84.0,0,0.0,159.0,80.0,167.9,128.0,167.6,101.0,12.3,5.0,1.0,8.0,1.0,22.0,625.0,670.0,0,494.5,309.0,48.839999999999996,1.6003236245954693
75.0,0,42.5,214.1,62.0,200.9,111.0,246.8,126.0,9.2,6.0,0.0,0.0,3.0,19.0,745.0,315.0,0,661.8,299.0,64.59,2.2133779264214044
102.0,0,0.0,102.6,89.0,246.0,77.0,170.5,140.0,9.1,4.0,2.0,5.0,2.0,15.0,903.0,598.0,0,519.1,306.0,46.02,1.69640522875817
62.0,1,0.0,159.7,86.0,197.5,76.0,121.6,105.0,13.9,6.0,0.0,0.0,1.0,6.0,122.0,175.0,1,478.79999999999995,267.0,49.41,1.793258426966292
143.0,0,0.0,202.8,109.0,165.8,104.0,143.9,71.0,4.6,4.0,1.0,6.0,1.0,61.0,419.0,256.0,0,512.5,284.0,55.05,1.8045774647887325
53.0,0,0.0,57.5,95.0,265.5,131.0,244.3,128.0,11.6,6.0,3.0,7.0,2.0,18.0,714.0,166.0,0,567.3,354.0,43.34,1.6025423728813557
30.0,0,0.0,169.9,144.0,225.2,118.0,169.7,93.0,11.4,7.0,1.0,5.0,1.0,68.0,451.0,595.0,0,564.8,355.0,55.66,1.5909859154929575
112.0,0,0.0,324.95,77.0,212.5,109.0,265.0,132.0,12.7,8.0,2.0,2.0,1.0,8.0,376.0,190.0,1,802.45,318.0,85.22,2.523427672955975
129.0,0,0.0,139.5,119.0,289.3,105.0,129.4,97.0,13.1,8.0,0.0,0.0,3.0,34.0,145.0,136.0,0,558.2,321.0,54.13,1.7389408099688475
63.0,0,29.0,142.3,107.0,118.7,56.0,240.1,91.0,6.6,8.0,1.0,5.0,1.0,52.0,175.0,625.0,0,501.1,254.0,45.08,1.9728346456692913
28.0,0,0.0,187.8,94.0,248.6,86.0,208.8,124.0,10.6,5.0,0.0,0.0,3.0,3.0,575.0,516.0,0,645.2,304.0,62.46,2.1223684210526317
