account_length,location_code,intertiol_plan,voice_mail_plan,number_vm_messages,total_day_min,total_day_calls,total_day_charge,total_eve_min,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,total_mins,total_calls,total_charge,avg_min_per_call
110.0,0,0,0,0.0,222.7,94.0,37.86,105.8,98.0,8.99,214.8,78.0,9.67,13.5,4.0,3.65,1.0,543.3,270.0,56.52,2.012222222222222
133.0,0,0,0,0.0,162.1,91.0,27.56,212.1,94.0,18.03,260.4,78.0,11.72,12.2,5.0,3.29,1.0,634.5999999999999,263.0,57.31,2.412927756653992
97.0,0,0,1,28.0,283.1,93.0,48.13,185.4,98.0,15.76,312.8,78.0,14.08,6.1,8.0,1.65,1.0,781.3,269.0,77.97,2.9044609665427505
21.0,1,0,1,19.0,132.7,94.0,22.56,204.6,101.0,17.39,154.7,78.0,6.96,12.9,7.0,3.48,3.0,491.99999999999994,273.0,46.910000000000004,1.802197802197802
161.0,1,0,0,0.0,178.1,109.0,30.28,146.5,86.0,12.45,137.6,78.0,6.19,8.5,2.0,2.3,1.0,462.20000000000005,273.0,48.92,1.6930402930402932
136.0,2,0,0,0.0,259.4,99.0,44.1,172.7,125.0,14.68,293.7,78.0,13.22,10.7,6.0,2.89,1.0,725.8,302.0,72.0,2.4033112582781455
64.0,2,0,0,0.0,213.5,93.0,36.3,166.6,114.0,14.16,122.0,78.0,5.49,14.1,3.0,3.81,3.0,502.1,285.0,55.949999999999996,1.7617543859649123
81.0,1,0,0,0.0,324.7,48.0,55.2,236.4,82.0,20.09,187.6,78.0,8.44,13.1,5.0,3.54,0.0,748.7,208.0,83.73,3.599519230769231
94.0,0,1,0,0.0,170.1,113.0,28.92,271.8,94.0,23.1,110.7,78.0,4.98,8.7,4.0,2.35,1.0,552.6,285.0,57.0,1.9389473684210528
80.0,1,1,0,0.0,276.5,122.0,47.01,195.6,79.0,16.63,210.3,78.0,9.46,7.2,3.0,1.94,1.0,682.4000000000001,279.0,73.1,2.4458781362007174
120.0,1,0,0,0.0,185.7,133.0,31.57,235.1,149.0,19.98,256.4,78.0,11.54,16.9,6.0,4.56,0.0,677.1999999999999,360.0,63.089999999999996,1.881111111111111
112.0,1,0,0,0.0,115.8,108.0,19.69,243.3,111.0,20.68,184.6,78.0,8.31,13.1,5.0,3.54,1.0,543.7,297.0,48.68000000000001,1.8306397306397308
91.0,2,0,0,0.0,123.8,107.0,21.05,319.0,125.0,27.12,237.6,78.0,10.69,7.3,4.0,1.97,2.0,680.4,310.0,58.86,2.1948387096774193
164.0,1,0,0,0.0,123.3,78.0,20.96,170.0,85.0,14.45,165.9,78.0,7.47,12.7,2.0,3.43,1.0,459.20000000000005,241.0,42.879999999999995,1.9053941908713694
128.0,2,0,1,29.0,179.3,104.0,30.48,225.9,86.0,19.2,323.0,78.0,14.54,8.6,7.0,2.32,0.0,728.2,268.0,64.22,2.717164179104478
137.0,2,0,0,0.0,97.5,95.0,16.58,195.8,82.0,16.64,288.8,78.0,13.0,3.499999999999999,0.0,0.9399999999999993,1.0,582.1,255.0,46.22,2.2827450980392157
120.0,0,0,1,28.0,215.8,123.0,36.69,285.2,76.0,24.24,192.1,78.0,8.64,6.9,3.0,1.86,1.0,693.1,277.0,69.57,2.5021660649819495
159.0,0,1,0,0.0,253.1,54.0,45.71,302.2,127.0,25.54,187.0,78.0,8.24,8.8,7.0,2.38,1.0,742.3,259.0,79.49,2.8660231660231656
137.0,1,1,0,0.0,126.1,87.0,23.97,130.1,98.0,11.4,237.1,78.0,10.04,12.3,3.0,3.32,2.0,493.29999999999995,263.0,45.41,1.8756653992395436
99.0,0,0,0,0.0,249.4,48.0,43.59,216.5,103.0,18.23,220.7,78.0,10.52,7.9,1.0,2.13,3.0,686.5999999999999,229.0,72.34,2.9982532751091697
77.0,2,0,1,28.0,152.9,121.0,22.1,256.5,108.0,20.78,210.5,78.0,9.34,11.5,4.0,3.11,4.0,619.9,307.0,52.22,2.019218241042345
82.0,1,0,0,0.0,172.2,76.0,33.16,176.4,116.0,14.67,249.8,78.0,11.51,10.6,6.0,2.86,3.0,598.4000000000001,270.0,59.339999999999996,2.2162962962962967
1.0,1,0,0,0.0,182.1,106.0,31.96,131.9,111.0,10.47,155.3,78.0,6.85,10.0,2.0,2.7,5.0,469.3,295.0,49.28,1.5908474576271188
141.0,0,0,0,0.0,83.2,74.0,14.14,190.6,104.0,16.2,150.5,79.0,6.77,10.7,7.0,2.89,1.0,424.3,257.0,37.11,1.6509727626459145
115.0,1,0,0,0.0,210.6,120.0,35.8,153.1,84.0,13.01,262.2,79.0,11.8,11.0,5.0,2.97,0.0,625.9,283.0,60.61,2.211660777385159
112.0,1,0,0,0.0,111.9,92.0,19.02,114.0,143.0,9.69,146.8,79.0,6.61,14.1,3.0,3.81,5.0,372.70000000000005,314.0,35.32,1.1869426751592358
185.0,0,0,0,0.0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79.0,7.11,10.8,4.0,2.92,1.0,547.9,286.0,52.11,1.9157342657342658
68.0,0,0,0,0.0,237.1,105.0,40.31,223.5,105.0,19.0,97.4,79.0,4.38,13.2,2.0,3.56,1.0,558.0,289.0,63.690000000000005,1.930795847750865
60.0,0,0,0,0.0,125.1,99.0,21.27,248.8,62.0,21.15,211.3,79.0,9.51,11.2,3.0,3.02,3.0,585.2,240.0,51.93,2.4383333333333335
84.0,2,0,0,0.0,191.0,88.0,32.47,318.8,119.0,27.1,247.3,79.0,11.13,6.5,4.0,1.76,0.0,757.1,286.0,70.7,2.647202797202797
157.0,1,0,0,0.0,276.2,95.0,46.95,165.8,119.0,14.09,151.6,79.0,6.82,3.499999999999999,4.0,0.9399999999999993,3.0,593.6,293.0,67.86000000000001,2.025938566552901
134.0,1,0,1,38.0,214.4,93.0,36.45,211.7,57.0,17.99,165.0,79.0,7.43,10.0,8.0,2.7,1.0,591.1,229.0,61.87,2.581222707423581
98.0,1,0,0,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0,595.1,279.0,61.519999999999996,2.1329749103942652
88.0,1,0,0,0.0,148.2,82.0,25.19,308.7,67.0,26.24,235.4,79.0,10.59,6.4,4.0,1.73,2.0,692.3,228.0,62.019999999999996,3.0364035087719294
38.0,0,0,1,36.0,115.4,98.0,19.62,166.2,83.0,14.13,184.7,79.0,8.31,15.2,6.0,4.1,2.0,466.3,260.0,42.06,1.7934615384615384
83.0,0,0,1,38.0,107.9,90.0,18.34,140.4,94.0,11.93,253.6,79.0,11.41,10.5,2.0,2.84,0.0,501.9,263.0,41.68,1.9083650190114068
176.0,0,0,0,0.0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79.0,7.4,9.0,2.0,2.43,1.0,521.0,258.0,54.87,2.0193798449612403
6.0,2,0,0,0.0,183.6,117.0,31.21,256.7,72.0,21.82,178.6,79.0,8.04,10.2,2.0,2.75,1.0,618.9,268.0,61.07,2.309328358208955
1.0,1,0,0,0.0,144.8,107.0,24.62,112.5,66.0,9.56,218.7,79.0,9.84,13.8,3.0,3.73,1.0,476.0,252.0,44.019999999999996,1.8888888888888888
106.0,2,0,0,0.0,169.4,107.0,28.8,197.2,71.0,16.76,202.2,79.0,9.1,10.7,4.0,2.89,1.0,568.8,257.0,54.660000000000004,2.2132295719844355
43.0,1,0,0,0.0,84.2,134.0,14.31,80.8,103.0,6.87,196.1,79.0,8.82,10.8,2.0,2.92,1.0,361.1,316.0,30.0,1.1427215189873419
114.0,0,0,0,0.0,193.0,101.0,32.81,250.0,81.0,21.25,133.3,79.0,6.0,9.6,2.0,2.59,2.0,576.3,261.0,60.06,2.208045977011494
138.0,2,0,0,0.0,220.2,89.0,37.43,88.3,125.0,7.51,195.3,79.0,8.79,12.9,5.0,3.48,0.0,503.8,293.0,53.73,1.7194539249146759
59.0,2,1,1,31.0,225.0,78.0,38.25,191.3,79.0,16.26,226.7,79.0,10.2,9.1,3.0,2.46,1.0,643.0,236.0,64.71000000000001,2.7245762711864407
132.0,0,0,0,0.0,169.9,157.0,28.88,209.4,121.0,17.8,206.1,79.0,9.27,11.5,2.0,3.11,1.0,585.4,357.0,55.95,1.6397759103641456
149.0,0,0,0,0.0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79.0,11.89,8.8,1.0,2.38,1.0,653.2,243.0,60.900000000000006,2.6880658436213993
33.0,1,0,1,29.0,157.4,99.0,26.76,117.9,80.0,10.02,279.2,79.0,12.56,13.9,10.5,3.75,4.0,554.5,258.0,49.34,2.14922480620155
161.0,0,0,0,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3.0,3.38,1.0,561.0999999999999,231.0,56.63,2.4290043290043286
83.0,1,0,1,20.0,95.0,89.0,16.15,167.9,92.0,14.27,200.6,79.0,9.03,11.2,2.0,3.02,0.0,463.5,260.0,39.449999999999996,1.7826923076923078
104.0,2,0,0,0.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79.0,8.28,9.8,6.0,2.65,0.0,711.1999999999999,299.0,73.0,2.378595317725752
119.0,2,0,0,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79.0,9.17,7.3,3.0,1.97,1.0,562.0,287.0,47.63,1.9581881533101044
121.0,1,0,0,0.0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9.0,2.46,2.0,493.9,292.0,43.379999999999995,1.6914383561643835
107.0,0,0,0,0.0,134.0,104.0,22.78,174.5,94.0,14.83,311.1,79.0,14.0,7.3,3.0,1.97,3.0,619.6,277.0,51.61,2.236823104693141
72.0,0,0,0,0.0,179.9,113.0,30.58,149.8,112.0,12.73,168.2,79.0,7.57,9.8,7.0,2.65,2.0,497.90000000000003,304.0,50.88,1.637828947368421
62.0,1,0,0,0.0,86.3,84.0,14.67,238.7,99.0,20.29,238.4,79.0,10.73,12.5,1.0,3.38,2.0,563.4,262.0,45.69,2.1503816793893127
11.0,2,0,1,38.0,209.8,130.0,35.67,196.6,84.0,16.71,233.0,79.0,10.49,7.0,7.0,1.89,1.0,639.4,293.0,62.870000000000005,2.182252559726962
117.0,2,1,0,0.0,59.2,99.0,8.21,304.2,79.0,24.77,165.8,79.0,7.73,8.6,1.0,2.32,1.0,529.2,257.0,40.71000000000001,2.0591439688715956
104.0,2,0,0,0.0,220.2,134.0,39.81,301.1,88.0,25.91,188.9,79.0,8.28,9.8,6.0,2.65,0.0,710.1999999999999,301.0,74.0,2.359468438538206
52.0,1,0,0,0.0,172.0,104.0,26.35,127.4,108.0,10.34,172.1,79.0,7.92,7.0,4.0,1.89,4.0,471.5,291.0,44.61,1.620274914089347
152.0,2,1,1,41.0,141.8,123.0,26.96,280.6,92.0,24.28,204.6,79.0,9.61,4.3,2.0,1.16,1.0,627.0,294.0,60.85,2.13265306122449
48.0,1,0,1,37.0,211.7,115.0,35.99,159.9,84.0,13.59,144.1,80.0,6.48,12.2,1.0,3.29,1.0,515.7,279.0,56.06,1.8483870967741938
25.0,0,0,0,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0,712.1999999999999,226.0,76.4,3.1513274336283184
163.0,0,0,0,0.0,197.0,109.0,33.49,202.6,128.0,17.22,206.4,80.0,9.29,9.1,10.0,2.46,1.0,606.0,317.0,60.0,1.911671924290221
75.0,0,0,0,0.0,166.3,125.0,28.27,158.2,86.0,13.45,256.7,80.0,11.55,6.1,5.0,1.65,1.0,581.2,291.0,53.269999999999996,1.9972508591065294
85.0,2,0,1,21.0,283.2,110.0,48.14,239.7,108.0,20.37,149.5,80.0,6.73,6.3,1.0,1.7,5.0,672.4,298.0,75.24000000000001,2.2563758389261745
11.0,1,0,1,28.0,190.6,86.0,32.4,220.1,122.0,18.71,180.3,80.0,8.11,6.0,3.0,1.62,3.0,591.0,288.0,59.22,2.0520833333333335
80.0,0,0,0,0.0,51.5,90.0,8.76,164.0,98.0,13.94,169.4,80.0,7.62,9.5,4.0,2.57,3.0,384.9,268.0,30.32,1.4361940298507463
87.0,2,0,0,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0,666.3,287.0,68.42999999999999,2.3216027874564458
90.0,1,0,0,0.0,198.5,124.0,33.75,266.6,100.0,22.66,243.3,80.0,10.95,8.0,7.0,2.16,2.0,708.4000000000001,304.0,67.36,2.3302631578947373
92.0,1,0,0,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80.0,9.79,13.7,6.0,3.7,3.0,646.2,273.0,63.39,2.367032967032967
133.0,2,0,0,0.0,201.7,85.0,34.29,169.4,116.0,14.4,286.3,80.0,12.88,6.0,4.0,1.62,0.0,657.4000000000001,281.0,61.57,2.339501779359431
106.0,1,0,0,0.0,147.9,97.0,25.14,209.3,99.0,17.79,162.1,80.0,7.29,8.8,5.0,2.38,2.0,519.3000000000001,276.0,50.22,1.881521739130435
48.0,2,0,0,0.0,128.2,71.0,21.79,60.424999999999955,78.0,5.347499999999998,116.3,80.0,5.23,8.9,3.0,2.4,0.0,304.92499999999995,229.0,32.36749999999999,1.3315502183406112
71.0,2,1,0,0.0,186.1,114.0,31.64,198.6,140.0,16.88,206.5,80.0,9.29,13.8,5.0,3.73,4.0,591.2,334.0,57.809999999999995,1.770059880239521
92.0,0,1,0,0.0,62.6,111.0,10.64,180.6,126.0,15.35,221.7,80.0,9.98,10.4,2.0,2.81,1.0,464.9,317.0,35.97,1.4665615141955834
91.0,0,0,0,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80.0,6.13,13.3,3.0,3.59,2.0,458.7,288.0,46.04,1.5927083333333334
108.0,1,1,1,42.0,130.1,90.0,22.12,167.0,128.0,14.2,244.7,80.0,11.01,13.6,5.0,3.67,3.0,541.8,298.0,47.33,1.8181208053691273
176.0,1,0,0,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0,592.0,287.0,63.11,2.062717770034843
69.0,2,0,0,0.0,194.2,122.0,33.01,242.1,81.0,20.58,215.8,80.0,9.71,9.7,3.0,2.62,2.0,652.0999999999999,283.0,63.3,2.304240282685512
148.0,0,0,1,33.0,241.7,84.0,41.09,165.8,84.0,14.09,160.6,80.0,7.23,11.3,3.0,3.05,1.0,568.1,248.0,62.41000000000001,2.290725806451613
152.0,1,1,1,20.0,237.5,120.0,40.38,253.4,94.0,21.54,265.2,80.0,11.93,14.2,3.0,3.83,9.0,756.0999999999999,294.0,73.85,2.5717687074829927
136.0,1,0,0,0.0,92.4,109.0,15.71,219.0,115.0,18.62,212.6,80.0,9.57,12.9,4.0,3.48,2.0,524.0,304.0,43.9,1.7236842105263157
13.0,1,0,0,0.0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0.0,701.3,299.0,76.27,2.345484949832776
74.0,1,0,0,0.0,162.7,102.0,27.66,292.0,105.0,24.82,183.3,80.0,8.25,8.7,6.0,2.35,0.0,638.0,287.0,60.730000000000004,2.2229965156794425
109.0,2,0,0,0.0,154.8,82.0,26.32,287.7,109.0,24.45,208.4,80.0,9.38,5.9,9.0,1.59,3.0,650.9,271.0,60.15,2.4018450184501843
107.0,1,0,1,38.0,204.2,57.0,34.71,205.9,92.0,17.5,286.5,80.0,12.89,8.3,4.0,2.24,0.0,696.6,229.0,65.1,3.041921397379913
35.0,0,0,0,0.0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5.0,1.86,2.0,518.8,243.0,48.379999999999995,2.1349794238683124
31.0,0,0,1,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80.0,11.05,10.6,7.0,2.86,1.0,658.0,321.0,60.72,2.0498442367601246
119.0,1,0,1,27.0,220.1,128.0,37.42,268.2,133.0,22.8,146.5,80.0,6.59,11.1,3.0,3.0,0.0,634.8,341.0,66.81,1.8615835777126097
135.0,1,0,0,0.0,218.8,123.0,37.2,242.8,64.0,20.64,85.8,80.0,3.86,10.3,3.0,2.78,4.0,547.4,267.0,61.7,2.050187265917603
134.0,1,0,0,0.0,29.09999999999991,86.0,4.8700000000000045,171.4,100.0,14.57,186.5,80.0,8.39,12.9,2.0,3.48,2.0,386.9999999999999,266.0,27.830000000000005,1.4548872180451125
149.0,2,0,1,43.0,206.7,79.0,35.14,174.6,122.0,14.84,241.5,80.0,10.87,10.9,3.0,2.94,1.0,622.8,281.0,60.85,2.2163701067615658
149.0,1,0,0,0.0,242.5,83.0,41.23,245.4,97.0,20.86,219.6,80.0,9.88,10.0,3.0,2.7,3.0,707.5,260.0,71.97,2.7211538461538463
72.0,0,0,0,0.0,147.0,79.0,24.99,162.3,103.0,13.8,162.9,80.0,7.33,10.5,4.0,2.84,1.0,472.20000000000005,262.0,46.12,1.802290076335878
103.0,2,0,1,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0,423.2,282.0,36.71,1.500709219858156
10.0,1,0,0,0.0,222.2,127.0,37.77,153.1,125.0,13.01,227.4,80.0,10.23,12.9,4.0,3.48,1.0,602.6999999999999,332.0,61.010000000000005,1.8153614457831324
130.0,0,0,0,0.0,211.2,119.0,35.9,231.1,120.0,19.64,220.9,80.0,9.94,6.3,9.0,1.7,2.0,663.1999999999999,319.0,65.48,2.0789968652037616
120.0,1,0,0,0.0,221.3,106.0,37.62,267.6,98.0,22.75,111.5,80.0,5.02,9.3,7.0,2.51,0.0,600.4000000000001,284.0,65.39,2.114084507042254
90.0,0,0,0,0.0,61.3,91.0,10.42,194.4,94.0,16.52,143.1,80.0,6.44,11.4,9.0,3.08,1.0,398.79999999999995,265.0,33.379999999999995,1.5049056603773583
152.0,2,1,1,41.0,146.8,128.0,24.96,285.6,96.0,24.28,213.6,80.0,9.61,4.3,2.0,1.16,1.0,646.0,304.0,58.85,2.125
95.0,1,0,0,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3.0,2.54,1.0,523.3,279.0,46.44,1.8756272401433691
16.0,1,0,0,0.0,174.7,83.0,29.7,280.8,122.0,23.87,171.7,80.0,7.73,10.5,8.0,2.84,5.0,627.2,285.0,61.3,2.2007017543859653
146.0,0,0,0,0.0,109.0,69.0,18.53,265.8,98.0,22.59,228.3,80.0,10.27,12.6,2.0,3.4,1.0,603.1,247.0,51.39,2.4417004048582998
116.0,2,0,1,12.0,221.0,108.0,37.57,151.0,118.0,12.84,179.0,80.0,8.06,9.0,6.0,2.43,2.0,551.0,306.0,58.47,1.8006535947712419
78.0,1,1,0,0.0,220.8,144.0,42.26,270.3,103.0,22.55,153.4,80.0,6.86,9.5,2.0,2.57,1.0,644.5,327.0,71.67,1.970948012232416
108.0,1,1,1,42.0,147.1,97.0,23.12,174.0,127.0,15.2,234.7,80.0,11.01,13.6,5.0,3.67,3.0,555.8,304.0,49.33,1.8282894736842104
108.0,0,1,0,0.0,106.1,121.0,20.57,210.3,67.0,17.96,121.1,80.0,6.12,13.8,3.0,3.73,2.0,437.5,268.0,44.65,1.632462686567164
13.0,1,0,0,0.0,320.2,136.0,51.54,159.5,92.0,14.49,239.6,80.0,10.24,11.5,2.0,3.11,0.0,719.3,308.0,76.27,2.33538961038961
60.0,0,0,0,0.0,292.8,109.0,47.27,255.6,110.0,22.73,257.8,80.0,10.93,11.7,5.0,3.16,2.0,806.2,299.0,80.93,2.696321070234114
94.0,0,1,0,0.0,91.5,97.0,17.22,341.82500000000005,104.0,28.927500000000002,172.9,80.0,7.78,7.9,1.0,2.13,1.0,606.225,281.0,53.9275,2.1573843416370106
88.0,2,0,0,0.0,60.3,79.0,13.46,153.4,88.0,13.72,226.6,80.0,10.78,8.2,4.0,2.21,4.0,440.29999999999995,247.0,37.96,1.7825910931174087
90.0,1,1,1,26.0,175.0,101.0,26.73,200.8,104.0,15.05,223.3,80.0,9.6,13.3,3.0,3.59,0.0,599.1,285.0,51.38,2.102105263157895
132.0,2,0,0,0.0,181.1,121.0,30.79,314.4,109.0,26.72,246.7,81.0,11.1,4.2,9.0,1.13,2.0,742.2,311.0,68.61,2.3864951768488747
87.0,0,0,0,0.0,237.2,124.0,40.32,222.6,87.0,18.92,173.3,81.0,7.8,11.0,3.0,2.97,1.0,633.0999999999999,292.0,67.04,2.1681506849315064
72.0,2,0,0,0.0,272.4,88.0,46.31,107.9,125.0,9.17,185.5,81.0,8.35,12.7,2.0,3.43,0.0,565.8,294.0,63.830000000000005,1.924489795918367
100.0,1,0,0,0.0,131.1,108.0,22.29,176.2,81.0,14.98,89.7,81.0,4.04,4.3,4.0,1.16,1.0,396.99999999999994,270.0,41.309999999999995,1.47037037037037
157.0,1,0,0,0.0,196.0,74.0,33.32,213.4,96.0,18.14,196.8,81.0,8.86,7.9,6.0,2.13,1.0,606.2,251.0,60.32,2.4151394422310757
124.0,1,0,0,0.0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,9.2,2.0,2.48,2.0,424.40000000000003,298.0,42.800000000000004,1.4241610738255035
97.0,0,0,0,0.0,239.8,125.0,40.77,214.8,111.0,18.26,143.3,81.0,6.45,8.7,5.0,2.35,2.0,597.9000000000001,317.0,65.48,1.886119873817035
137.0,0,1,0,0.0,237.3,103.0,40.34,176.7,84.0,15.02,263.4,81.0,11.85,14.2,4.0,3.83,0.0,677.4,268.0,67.21,2.5276119402985073
77.0,0,0,0,0.0,185.9,95.0,31.6,212.0,98.0,18.02,282.3,81.0,12.7,11.3,4.0,3.05,3.0,680.2,274.0,62.32000000000001,2.482481751824818
86.0,0,0,1,23.0,225.5,107.0,38.34,246.3,105.0,20.94,245.7,81.0,11.06,9.8,2.0,2.65,0.0,717.5,293.0,70.34,2.448805460750853
120.0,2,0,0,0.0,198.8,56.0,33.8,230.1,73.0,19.56,119.8,81.0,5.39,9.9,3.0,2.67,2.0,548.6999999999999,210.0,58.75,2.6128571428571425
99.0,1,0,0,0.0,222.4,102.0,37.81,185.8,89.0,15.79,237.7,81.0,10.7,12.0,8.0,3.24,2.0,645.9000000000001,272.0,64.3,2.374632352941177
118.0,0,1,1,21.0,156.5,122.0,26.61,209.2,125.0,17.78,158.7,81.0,7.14,11.1,3.0,3.0,4.0,524.4,328.0,51.53,1.598780487804878
91.0,1,0,0,0.0,154.4,157.0,26.25,168.3,121.0,14.31,239.9,81.0,10.8,11.7,4.0,3.16,5.0,562.6,359.0,51.36,1.5671309192200558
103.0,0,0,1,24.0,111.8,85.0,19.01,239.6,102.0,20.37,268.3,81.0,12.07,6.9,4.0,1.86,1.0,619.7,268.0,51.45,2.312313432835821
190.0,1,1,0,0.0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81.0,10.94,10.0,7.0,2.7,3.0,578.0999999999999,260.0,48.92,2.223461538461538
137.0,1,1,0,0.0,135.1,95.0,22.97,134.1,102.0,11.4,223.1,81.0,10.04,12.3,2.0,3.32,2.0,492.29999999999995,278.0,44.41,1.770863309352518
77.0,1,0,0,0.0,239.2,114.0,40.66,150.0,115.0,12.75,160.8,81.0,7.24,10.3,2.0,2.78,5.0,550.0,310.0,60.65,1.7741935483870968
194.0,0,0,0,0.0,162.3,88.0,27.59,213.7,118.0,18.16,192.1,81.0,8.64,10.9,2.0,2.94,0.0,568.1,287.0,54.39,1.9794425087108014
1.0,0,0,0,0.0,123.8,113.0,21.05,236.2,77.0,20.08,73.2,81.0,3.29,3.7,2.0,1.0,0.0,433.2,271.0,44.419999999999995,1.5985239852398523
121.0,1,0,0,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0,554.2,289.0,51.07,1.9176470588235295
128.0,0,0,1,34.0,142.3,73.0,24.19,194.8,79.0,16.56,239.3,81.0,10.77,16.0,6.0,4.32,1.0,576.4000000000001,233.0,51.519999999999996,2.4738197424892707
171.0,2,0,0,0.0,189.8,122.0,32.27,173.7,85.0,14.76,257.1,84.0,11.57,10.3,1.0,2.78,0.0,620.6,291.0,58.6,2.1326460481099656
168.0,1,0,1,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2.0,562.1,256.0,55.74,2.195703125
123.0,1,0,1,34.0,305.2,80.0,51.88,156.5,109.0,13.3,280.0,81.0,12.6,13.2,7.0,3.56,1.0,741.7,270.0,77.78,2.747037037037037
97.0,1,1,0,0.0,143.7,117.0,24.43,273.0,82.0,23.21,178.3,81.0,8.02,10.9,3.0,2.94,0.0,595.0,280.0,55.66,2.125
57.0,1,0,0,0.0,161.0,113.0,27.37,208.0,134.0,17.68,208.1,81.0,9.36,8.4,4.0,2.27,3.0,577.1,328.0,54.41,1.7594512195121952
201.0,1,0,0,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81.0,11.31,11.2,4.0,3.02,1.0,776.3,277.0,75.13,2.8025270758122742
74.0,1,0,0,0.0,106.4,84.0,18.09,140.2,104.0,11.92,90.9,81.0,4.09,11.4,3.0,3.08,1.0,337.5,269.0,34.099999999999994,1.254646840148699
118.0,0,0,0,0.0,154.8,71.0,26.32,244.0,73.0,20.74,159.6,81.0,7.18,12.8,4.0,3.46,0.0,558.4,225.0,54.24,2.481777777777778
48.0,1,0,0,0.0,197.7,64.0,33.61,136.7,126.0,11.62,244.4,81.0,11.0,13.2,5.0,3.56,4.0,578.8,271.0,56.23,2.1357933579335793
129.0,1,0,1,37.0,205.0,94.0,34.85,165.4,103.0,14.06,185.0,81.0,8.32,11.7,8.0,3.16,1.0,555.4,278.0,57.230000000000004,1.997841726618705
71.0,2,1,0,0.0,198.1,109.0,32.64,192.6,139.0,17.88,206.5,81.0,9.29,13.8,6.0,3.73,4.0,597.2,329.0,59.809999999999995,1.815197568389058
115.0,1,0,0,0.0,222.4,106.0,39.49,275.8,61.0,22.53,221.4,81.0,9.6,12.3,4.0,3.32,3.0,719.6,248.0,71.62,2.9016129032258067
21.0,1,0,0,0.0,88.6,87.0,17.74,175.9,74.0,13.76,289.0,81.0,12.83,11.3,3.0,3.05,5.0,553.5,242.0,44.33,2.2871900826446283
85.0,1,0,0,0.0,252.9,101.0,39.27,203.7,116.0,16.8,305.1,81.0,13.91,11.4,6.0,3.08,2.0,761.7,298.0,69.98,2.556040268456376
81.0,1,0,0,0.0,335.9000000000001,46.0,56.2,232.4,78.0,19.09,202.6,81.0,8.44,13.1,5.0,3.54,0.0,770.9000000000001,205.0,83.73,3.760487804878049
103.0,2,0,1,36.0,75.2,92.0,15.82,156.3,107.0,15.39,160.7,81.0,7.5,10.9,6.0,2.94,6.0,392.2,280.0,38.71,1.4007142857142856
117.0,1,0,0,0.0,181.5,95.0,30.86,205.1,88.0,17.43,204.0,82.0,9.18,14.7,9.0,3.97,2.0,590.6,265.0,57.47,2.228679245283019
71.0,2,0,0,0.0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4.0,4.02,3.0,608.6,295.0,59.81,2.0630508474576272
60.0,0,1,1,29.0,265.9,113.0,45.2,215.8,94.0,18.34,108.1,82.0,4.86,14.0,10.5,3.78,0.0,589.8,289.0,68.4,2.0408304498269896
83.0,0,0,0,0.0,202.3,87.0,34.39,201.5,111.0,17.13,101.7,82.0,4.58,6.8,4.0,1.84,0.0,505.5,280.0,56.099999999999994,1.8053571428571429
85.0,1,0,0,0.0,210.3,66.0,35.75,195.8,76.0,16.64,221.6,82.0,9.97,11.2,7.0,3.02,1.0,627.7,224.0,62.36,2.802232142857143
